Transaction ID,Customer ID,Location,Payment Method,Category,Item,Quantity,Unit Price,Unit_Cost,Pre_Discount_Total,Discount_Rate,Total Spent,Date
TXN_350393,CUST_0858,In-store,Cash,Butchers,Pork Sausage,1,23.64,11.96,23.64,0,23.64,2024-08-21
TXN_176649,CUST_0161,In-store,Cash,Butchers,Lamb Chops,3,12.65,9.7,37.95,0,37.95,2023-08-16
TXN_516492,CUST_0397,In-store,Credit Card,Butchers,Pork Sausage,5,23.64,12,118.2,0.038,113.71,2023-04-15
TXN_751812,CUST_0427,In-store,Cash,Butchers,Steak,4,7.25,4.74,29,0,29,2023-06-13
TXN_856048,CUST_0471,In-store,Cash,Butchers,Ground Beef,4,18.13,10.51,72.52,0,72.52,2024-04-27
TXN_638476,CUST_0227,In-store,Credit Card,Butchers,Chicken Breast,2,11.76,8.75,23.52,0,23.52,2023-08-02
TXN_823055,CUST_0234,In-store,Digital Wallet,Butchers,Lamb Chops,5,12.65,7.29,63.25,0,63.25,2023-05-02
TXN_589905,CUST_0375,Online,Credit Card,Butchers,Pork Sausage,1,23.64,14.62,23.64,0,23.64,2024-03-03
TXN_573880,CUST_0802,In-store,Credit Card,Butchers,Pork Sausage,5,23.64,19.71,118.2,0.031,114.54,2024-10-15
TXN_516941,CUST_0789,In-store,Credit Card,Butchers,Lamb Chops,3,12.65,10.4,37.95,0,37.95,2024-09-07
TXN_762348,CUST_0955,In-store,Credit Card,Butchers,Pork Sausage,7,23.64,14.56,165.48,0.04,158.86,2024-07-10
TXN_526338,CUST_0196,In-store,Credit Card,Butchers,Lamb Chops,4,12.65,7.1,50.6,0,50.6,2024-06-24
TXN_765033,CUST_0342,Online,Credit Card,Butchers,Pork Sausage,6,23.64,15.69,141.84,0.041,136.02,2024-07-14
TXN_732076,CUST_0440,Online,Credit Card,Butchers,Chicken Breast,5,11.76,6.39,58.8,0,58.8,2023-06-05
TXN_726816,CUST_0468,Online,Credit Card,Butchers,Ground Beef,3,18.13,14.67,54.39,0,54.39,2025-07-18
TXN_115899,CUST_0338,In-store,Credit Card,Butchers,Steak,8,7.25,3.88,58,0,58,2023-02-08
TXN_729739,CUST_0181,In-store,Credit Card,Butchers,Pork Sausage,4,23.64,14.69,94.56,0,94.56,2024-06-01
TXN_579935,CUST_0251,In-store,Credit Card,Butchers,Chicken Breast,6,11.76,10.03,70.56,0,70.56,2025-07-02
TXN_328018,CUST_0007,In-store,Cash,Butchers,Lamb Chops,10,12.65,7.4,126.5,0.062,118.66,2024-07-12
TXN_954163,CUST_0082,In-store,Credit Card,Butchers,Pork Sausage,5,23.64,15.28,118.2,0.049,112.41,2023-09-12
TXN_943718,CUST_0735,Online,Digital Wallet,Butchers,Steak,4,7.25,5.41,29,0,29,2023-09-28
TXN_736824,CUST_0068,In-store,Cash,Butchers,Steak,4,7.25,4,29,0,29,2024-08-07
TXN_796843,CUST_0841,Online,Credit Card,Butchers,Pork Sausage,8,23.64,19.68,189.12,0.038,181.93,2024-10-25
TXN_797081,CUST_0439,In-store,Credit Card,Butchers,Lamb Chops,7,12.65,10.84,88.55,0,88.55,2025-04-07
TXN_683083,CUST_0309,In-store,Cash,Butchers,Pork Sausage,3,23.64,19.26,70.92,0,70.92,2025-06-07
TXN_340241,CUST_0367,Online,Credit Card,Butchers,Lamb Chops,9,12.65,9.45,113.85,0.047,108.5,2024-07-26
TXN_699212,CUST_0992,In-store,Cash,Butchers,Lamb Chops,4,12.65,9.82,50.6,0,50.6,2025-06-07
TXN_961658,CUST_0507,Online,Credit Card,Butchers,Pork Sausage,1,23.64,20.62,23.64,0,23.64,2023-10-27
TXN_523192,CUST_0455,In-store,Credit Card,Butchers,Lamb Chops,7,12.65,10.41,88.55,0,88.55,2024-08-23
TXN_430575,CUST_0492,In-store,Cash,Butchers,Ground Beef,4,18.13,15.77,72.52,0,72.52,2025-06-13
TXN_370298,CUST_0872,In-store,Credit Card,Butchers,Lamb Chops,2,12.65,11.05,25.3,0,25.3,2025-08-06
TXN_445307,CUST_0319,In-store,Credit Card,Butchers,Chicken Breast,14,11.76,8.62,164.64,0.03,159.7,2025-05-18
TXN_718147,CUST_0210,In-store,Credit Card,Butchers,Lamb Chops,13,12.65,7.38,164.45,0.04,157.87,2024-07-11
TXN_446432,CUST_0288,Online,Credit Card,Butchers,Ground Beef,4,18.13,11.08,72.52,0,72.52,2025-05-10
TXN_116813,CUST_0974,In-store,Credit Card,Butchers,Ground Beef,12,18.13,15.88,217.56,0.043,208.2,2023-10-07
TXN_358843,CUST_0666,Online,Credit Card,Butchers,Steak,4,7.25,5.65,29,0,29,2025-08-28
TXN_150766,CUST_0564,In-store,Credit Card,Butchers,Ground Beef,2,18.13,11.25,36.26,0,36.26,2025-08-04
TXN_584702,CUST_0557,Online,Credit Card,Butchers,Pork Sausage,1,23.64,20.02,23.64,0,23.64,2023-11-10
TXN_923757,CUST_0625,In-store,Credit Card,Butchers,Pork Sausage,4,23.64,20.69,94.56,0,94.56,2023-11-04
TXN_353282,CUST_0770,In-store,Credit Card,Butchers,Lamb Chops,3,12.65,10.11,37.95,0,37.95,2025-06-07
TXN_844051,CUST_0162,In-store,Credit Card,Butchers,Ground Beef,2,18.13,10.23,36.26,0,36.26,2025-09-08
TXN_199685,CUST_0106,Online,Credit Card,Butchers,Pork Sausage,4,23.64,12.5,94.56,0,94.56,2025-07-03
TXN_231702,CUST_0595,In-store,Credit Card,Butchers,Ground Beef,6,18.13,10.63,108.78,0.05,103.34,2023-09-26
TXN_887566,CUST_0362,In-store,Credit Card,Butchers,Ground Beef,3,18.13,15.69,54.39,0,54.39,2024-06-10
TXN_193561,CUST_0034,Online,Credit Card,Butchers,Steak,4,7.25,4.64,29,0,29,2025-10-18
TXN_965188,CUST_0372,Online,Digital Wallet,Butchers,Pork Sausage,22,23.64,19.57,520.08,0.065,486.27,2023-12-15
TXN_959209,CUST_0614,In-store,Credit Card,Butchers,Lamb Chops,4,12.65,10.87,50.6,0,50.6,2023-08-21
TXN_925243,CUST_0870,In-store,Credit Card,Butchers,Pork Sausage,4,23.64,12.1,94.56,0,94.56,2024-10-21
TXN_128444,CUST_0608,In-store,Credit Card,Butchers,Steak,1,7.25,6.26,7.25,0,7.25,2024-06-27
TXN_639168,CUST_0280,Online,Credit Card,Butchers,Lamb Chops,10,12.65,9.42,126.5,0.042,121.19,2025-10-10
TXN_736267,CUST_0281,In-store,Credit Card,Butchers,Lamb Chops,7,12.65,9.33,88.55,0,88.55,2025-04-06
TXN_695868,CUST_0369,In-store,Credit Card,Butchers,Ground Beef,6,18.13,11.36,108.78,0.039,104.54,2025-08-03
TXN_143238,CUST_0345,In-store,Cash,Butchers,Pork Sausage,3,23.64,12.66,70.92,0,70.92,2024-09-14
TXN_577441,CUST_0551,In-store,Credit Card,Butchers,Chicken Breast,1,11.76,9.28,11.76,0,11.76,2024-01-14
TXN_977761,CUST_0733,In-store,Digital Wallet,Butchers,Chicken Breast,1,11.76,7.11,11.76,0,11.76,2024-06-01
TXN_864682,CUST_0033,In-store,Cash,Butchers,Chicken Breast,2,11.76,8.1,23.52,0,23.52,2024-07-19
TXN_557324,CUST_0470,Online,Credit Card,Butchers,Ground Beef,2,18.13,10.94,36.26,0,36.26,2024-10-05
TXN_534475,CUST_0027,In-store,Credit Card,Butchers,Chicken Breast,5,11.76,8.12,58.8,0,58.8,2025-01-02
TXN_377907,CUST_0370,In-store,Credit Card,Butchers,Chicken Breast,1,11.76,7.83,11.76,0,11.76,2024-10-22
TXN_988053,CUST_0795,In-store,Cash,Butchers,Lamb Chops,6,12.65,9.21,75.9,0,75.9,2025-08-05
TXN_976433,CUST_0738,Online,Credit Card,Butchers,Lamb Chops,25,12.65,9.46,316.25,0.034,305.5,2023-09-01
TXN_634703,CUST_0477,In-store,Cash,Butchers,Chicken Breast,3,11.76,7.62,35.28,0,35.28,2023-05-26
TXN_942903,CUST_0116,Online,Credit Card,Butchers,Ground Beef,4,18.13,14.08,72.52,0,72.52,2025-09-19
TXN_124002,CUST_0244,In-store,Cash,Butchers,Steak,7,7.25,5.19,50.75,0,50.75,2023-08-01
TXN_522985,CUST_0571,Online,Credit Card,Butchers,Ground Beef,8,18.13,10.77,145.04,0.052,137.5,2025-06-11
TXN_497682,CUST_0297,In-store,Credit Card,Butchers,Steak,3,7.25,4,21.75,0,21.75,2024-10-18
TXN_614783,CUST_0978,In-store,Credit Card,Butchers,Lamb Chops,4,12.65,8.05,50.6,0,50.6,2025-06-16
TXN_227841,CUST_0010,In-store,Cash,Butchers,Chicken Breast,2,11.76,10.15,23.52,0,23.52,2023-11-14
TXN_200185,CUST_0101,In-store,Credit Card,Butchers,Pork Sausage,7,23.64,16.13,165.48,0.044,158.2,2025-08-08
TXN_436995,CUST_0951,In-store,Credit Card,Butchers,Steak,5,7.25,5.77,36.25,0,36.25,2024-04-12
TXN_954393,CUST_0192,In-store,Credit Card,Butchers,Chicken Breast,2,11.76,9.3,23.52,0,23.52,2024-09-26
TXN_197871,CUST_0494,In-store,Credit Card,Butchers,Lamb Chops,7,12.65,11.1,88.55,0,88.55,2023-07-07
TXN_219948,CUST_0561,In-store,Cash,Butchers,Chicken Breast,3,11.76,6.28,35.28,0,35.28,2024-09-14
TXN_665748,CUST_0933,Online,Credit Card,Butchers,Chicken Breast,9,11.76,9.25,105.84,0.05,100.55,2023-08-21
TXN_310217,CUST_0630,Online,Digital Wallet,Butchers,Pork Sausage,4,23.64,19.3,94.56,0,94.56,2024-04-09
TXN_877077,CUST_0197,In-store,Credit Card,Butchers,Steak,3,7.25,6.18,21.75,0,21.75,2025-08-27
TXN_591152,CUST_0336,In-store,Digital Wallet,Butchers,Chicken Breast,3,11.76,8.35,35.28,0,35.28,2023-04-24
TXN_749247,CUST_0372,In-store,Credit Card,Butchers,Steak,10,7.25,3.99,72.5,0,72.5,2024-03-22
TXN_818908,CUST_0442,In-store,Cash,Butchers,Steak,5,7.25,3.83,36.25,0,36.25,2024-12-22
TXN_872638,CUST_0677,Online,Credit Card,Butchers,Ground Beef,5,18.13,9.77,90.65,0,90.65,2024-07-13
TXN_441874,CUST_0861,In-store,Credit Card,Butchers,Pork Sausage,3,23.64,13.81,70.92,0,70.92,2023-04-17
TXN_995781,CUST_0288,Online,Credit Card,Butchers,Lamb Chops,8,12.65,6.65,101.2,0.033,97.86,2024-06-03
TXN_598606,CUST_0621,Online,Credit Card,Butchers,Ground Beef,1,18.13,11.34,18.13,0,18.13,2024-04-28
TXN_235272,CUST_0924,Online,Credit Card,Butchers,Lamb Chops,10,12.65,9.89,126.5,0.034,122.2,2024-11-18
TXN_437234,CUST_0802,Online,Credit Card,Butchers,Ground Beef,1,18.13,13.69,18.13,0,18.13,2023-08-25
TXN_226658,CUST_0859,In-store,Credit Card,Butchers,Steak,5,7.25,5.86,36.25,0,36.25,2024-01-17
TXN_630008,CUST_0242,In-store,Credit Card,Butchers,Chicken Breast,1,11.76,7.85,11.76,0,11.76,2024-09-23
TXN_867735,CUST_1000,In-store,Credit Card,Butchers,Steak,4,7.25,6.04,29,0,29,2025-04-21
TXN_309960,CUST_0190,Online,Credit Card,Butchers,Chicken Breast,2,11.76,8.62,23.52,0,23.52,2023-10-02
TXN_437250,CUST_0993,In-store,Cash,Butchers,Chicken Breast,8,11.76,7.52,94.08,0,94.08,2025-01-27
TXN_367884,CUST_0452,In-store,Cash,Butchers,Ground Beef,11,18.13,9.53,199.43,0.047,190.06,2023-07-18
TXN_456605,CUST_0116,Online,Credit Card,Butchers,Steak,5,7.25,4.32,36.25,0,36.25,2024-06-06
TXN_680261,CUST_0275,In-store,Digital Wallet,Butchers,Pork Sausage,3,23.64,15.76,70.92,0,70.92,2024-07-23
TXN_989680,CUST_0048,In-store,Cash,Butchers,Ground Beef,1,18.13,11.44,18.13,0,18.13,2024-08-02
TXN_111018,CUST_0241,In-store,Credit Card,Butchers,Lamb Chops,3,12.65,7.69,37.95,0,37.95,2023-08-25
TXN_816643,CUST_0690,In-store,Cash,Butchers,Pork Sausage,2,23.64,13.6,47.28,0,47.28,2023-01-06
TXN_946351,CUST_0306,In-store,Cash,Butchers,Ground Beef,4,18.13,14.24,72.52,0,72.52,2023-10-12
TXN_876489,CUST_0918,In-store,Credit Card,Butchers,Lamb Chops,6,12.65,8.77,75.9,0,75.9,2025-04-27
TXN_881717,CUST_0663,Online,Credit Card,Butchers,Lamb Chops,5,12.65,9.88,63.25,0,63.25,2025-09-28
TXN_874946,CUST_0984,In-store,Credit Card,Butchers,Pork Sausage,5,23.64,17.02,118.2,0.052,112.05,2025-04-08
TXN_792309,CUST_0956,In-store,Credit Card,Butchers,Pork Sausage,4,23.64,14.1,94.56,0,94.56,2024-04-04
TXN_406033,CUST_0573,In-store,Cash,Butchers,Ground Beef,1,18.13,15.43,18.13,0,18.13,2024-01-06
TXN_169007,CUST_0740,Online,Credit Card,Butchers,Chicken Breast,9,11.76,6.09,105.84,0.043,101.29,2023-06-02
TXN_990723,CUST_0067,Online,Credit Card,Butchers,Chicken Breast,13,11.76,9.82,152.88,0.036,147.38,2024-10-19
TXN_194983,CUST_0005,Online,Credit Card,Butchers,Steak,8,7.25,5.73,58,0,58,2023-08-16
TXN_953984,CUST_0926,In-store,Cash,Butchers,Lamb Chops,5,12.65,11.18,63.25,0,63.25,2024-08-23
TXN_386965,CUST_0905,Online,Credit Card,Butchers,Ground Beef,1,18.13,11.05,18.13,0,18.13,2024-06-05
TXN_112372,CUST_0334,Online,Credit Card,Butchers,Ground Beef,1,18.13,9.99,18.13,0,18.13,2025-10-03
TXN_986912,CUST_0449,In-store,Credit Card,Butchers,Lamb Chops,6,12.65,9.53,75.9,0,75.9,2023-09-27
TXN_919952,CUST_0481,In-store,Credit Card,Butchers,Lamb Chops,1,12.65,9.48,12.65,0,12.65,2023-09-12
TXN_993508,CUST_0395,In-store,Cash,Butchers,Steak,1,7.25,6.03,7.25,0,7.25,2024-12-09
TXN_213158,CUST_0319,In-store,Digital Wallet,Butchers,Lamb Chops,2,12.65,8.54,25.3,0,25.3,2023-06-28
TXN_190838,CUST_0375,In-store,Cash,Butchers,Pork Sausage,5,23.64,17.47,118.2,0.03,114.65,2024-05-26
TXN_865645,CUST_0852,In-store,Credit Card,Butchers,Chicken Breast,2,11.76,8.78,23.52,0,23.52,2023-11-11
TXN_985792,CUST_0783,Online,Credit Card,Butchers,Steak,2,7.25,3.84,14.5,0,14.5,2023-04-26
TXN_164089,CUST_0954,In-store,Credit Card,Butchers,Chicken Breast,4,11.76,6.6,47.04,0,47.04,2024-10-11
TXN_572909,CUST_0418,In-store,Digital Wallet,Butchers,Ground Beef,6,18.13,11.42,108.78,0.055,102.8,2025-06-18
TXN_640957,CUST_0283,In-store,Credit Card,Butchers,Lamb Chops,3,12.65,6.89,37.95,0,37.95,2025-10-02
TXN_765545,CUST_0467,Online,Credit Card,Butchers,Lamb Chops,5,12.65,8.71,63.25,0,63.25,2024-07-20
TXN_653487,CUST_0675,In-store,Cash,Butchers,Chicken Breast,10,11.76,10.45,117.6,0.035,113.48,2024-10-22
TXN_204687,CUST_0788,Online,Credit Card,Butchers,Steak,16,7.25,5.08,116,0.033,112.17,2025-08-03
TXN_636601,CUST_0091,Online,Credit Card,Butchers,Pork Sausage,3,23.64,20.54,70.92,0,70.92,2023-07-11
TXN_709937,CUST_0392,In-store,Credit Card,Butchers,Ground Beef,1,18.13,10,18.13,0,18.13,2025-04-23
TXN_998225,CUST_0174,In-store,Digital Wallet,Butchers,Chicken Breast,5,11.76,7.03,58.8,0,58.8,2023-11-02
TXN_864473,CUST_0936,Online,Digital Wallet,Butchers,Pork Sausage,5,23.64,16.42,118.2,0.047,112.64,2025-07-09
TXN_786696,CUST_0753,In-store,Credit Card,Butchers,Chicken Breast,8,11.76,8.34,94.08,0,94.08,2025-07-26
TXN_994098,CUST_0746,In-store,Cash,Butchers,Lamb Chops,6,12.65,9.52,75.9,0,75.9,2023-05-02
TXN_969245,CUST_0998,Online,Credit Card,Butchers,Steak,1,7.25,4.26,7.25,0,7.25,2024-11-01
TXN_690124,CUST_0392,In-store,Credit Card,Butchers,Ground Beef,3,18.13,10.66,54.39,0,54.39,2025-07-15
TXN_603896,CUST_0095,In-store,Credit Card,Butchers,Pork Sausage,5,23.64,18.52,118.2,0.031,114.54,2024-08-01
TXN_853081,CUST_0124,Online,Digital Wallet,Butchers,Steak,2,7.25,5.63,14.5,0,14.5,2025-01-28
TXN_760073,CUST_0077,In-store,Cash,Butchers,Lamb Chops,11,12.65,10.68,139.15,0.035,134.28,2024-11-18
TXN_393768,CUST_0568,In-store,Credit Card,Butchers,Lamb Chops,1,12.65,7.15,12.65,0,12.65,2023-08-19
TXN_963251,CUST_0662,Online,Credit Card,Butchers,Steak,8,7.25,5.89,58,0,58,2024-10-14
TXN_370109,CUST_0344,Online,Credit Card,Butchers,Steak,2,7.25,5.13,14.5,0,14.5,2024-09-09
TXN_537961,CUST_0352,In-store,Credit Card,Butchers,Chicken Breast,3,11.76,7.38,35.28,0,35.28,2025-07-22
TXN_345436,CUST_0808,In-store,Cash,Butchers,Steak,2,7.25,6.2,14.5,0,14.5,2023-11-16
TXN_443313,CUST_0519,In-store,Credit Card,Butchers,Pork Sausage,6,23.64,18.15,141.84,0.032,137.3,2025-09-08
TXN_241353,CUST_0308,In-store,Cash,Butchers,Ground Beef,2,18.13,13.64,36.26,0,36.26,2024-12-12
TXN_191110,CUST_0910,In-store,Cash,Butchers,Chicken Breast,1,11.76,8.7,11.76,0,11.76,2024-05-15
TXN_544483,CUST_0053,In-store,Cash,Butchers,Pork Sausage,5,23.64,18.56,118.2,0.038,113.71,2025-01-18
TXN_450916,CUST_0786,Online,Credit Card,Butchers,Steak,7,7.25,5.44,50.75,0,50.75,2023-05-18
TXN_864585,CUST_0271,In-store,Credit Card,Butchers,Lamb Chops,5,12.65,11.1,63.25,0,63.25,2023-01-28
TXN_404239,CUST_0795,In-store,Digital Wallet,Butchers,Steak,2,7.25,4.87,14.5,0,14.5,2025-08-12
TXN_810035,CUST_0357,In-store,Cash,Butchers,Pork Sausage,3,23.64,20.76,70.92,0,70.92,2024-12-18
TXN_610530,CUST_0435,In-store,Cash,Butchers,Ground Beef,3,18.13,13.58,54.39,0,54.39,2023-07-02
TXN_166966,CUST_0961,Online,Credit Card,Butchers,Ground Beef,2,18.13,10.46,36.26,0,36.26,2024-08-06
TXN_302782,CUST_0253,Online,Credit Card,Butchers,Steak,4,7.25,4.57,29,0,29,2023-07-27
TXN_632225,CUST_0975,In-store,Credit Card,Butchers,Steak,8,7.25,5.19,58,0,58,2024-07-25
TXN_339887,CUST_0571,In-store,Credit Card,Butchers,Ground Beef,18,18.13,9.79,326.34,0.046,311.33,2023-04-27
TXN_895736,CUST_0570,Online,Credit Card,Butchers,Lamb Chops,6,12.65,9.84,75.9,0,75.9,2025-04-27
TXN_737902,CUST_0406,Online,Credit Card,Butchers,Pork Sausage,3,23.64,17.83,70.92,0,70.92,2024-02-06
TXN_776094,CUST_0202,In-store,Cash,Butchers,Lamb Chops,6,12.65,9.21,75.9,0,75.9,2023-04-10
TXN_493604,CUST_0026,In-store,Cash,Butchers,Ground Beef,5,18.13,13.91,90.65,0,90.65,2023-05-24
TXN_509387,CUST_0472,Online,Credit Card,Butchers,Pork Sausage,3,23.64,20.58,70.92,0,70.92,2023-03-20
TXN_604677,CUST_0445,Online,Credit Card,Butchers,Chicken Breast,1,11.76,6.81,11.76,0,11.76,2023-10-16
TXN_493832,CUST_0591,In-store,Credit Card,Butchers,Pork Sausage,12,23.64,20.28,283.68,0.034,274.03,2025-10-11
TXN_591439,CUST_0941,In-store,Credit Card,Butchers,Lamb Chops,3,12.65,6.54,37.95,0,37.95,2023-08-24
TXN_875455,CUST_0829,In-store,Cash,Butchers,Lamb Chops,3,12.65,9.72,37.95,0,37.95,2025-10-26
TXN_394131,CUST_0591,In-store,Credit Card,Butchers,Pork Sausage,15,23.64,18.54,354.6,0.045,338.64,2023-06-05
TXN_702353,CUST_0206,Online,Credit Card,Butchers,Steak,4,7.25,4.71,29,0,29,2025-09-27
TXN_204358,CUST_0202,In-store,Cash,Butchers,Pork Sausage,3,23.64,20.66,70.92,0,70.92,2025-08-25
TXN_978062,CUST_0225,In-store,Cash,Butchers,Ground Beef,3,18.13,10.43,54.39,0,54.39,2024-03-13
TXN_779836,CUST_0045,Online,Credit Card,Butchers,Pork Sausage,21,23.64,20.27,496.44,0.035,479.06,2025-01-28
TXN_297949,CUST_0890,In-store,Cash,Butchers,Lamb Chops,9,12.65,7.74,113.85,0.044,108.84,2023-02-23
TXN_320994,CUST_0410,Online,Credit Card,Butchers,Steak,6,7.25,5.48,43.5,0,43.5,2024-04-09
TXN_836214,CUST_0209,Online,Credit Card,Butchers,Steak,2,7.25,4.34,14.5,0,14.5,2023-10-28
TXN_788239,CUST_0784,In-store,Credit Card,Butchers,Steak,1,7.25,6.02,7.25,0,7.25,2025-04-09
TXN_157407,CUST_0465,In-store,Credit Card,Butchers,Chicken Breast,2,11.76,6.55,23.52,0,23.52,2023-06-28
TXN_581396,CUST_0523,In-store,Cash,Butchers,Lamb Chops,9,12.65,9.36,113.85,0.041,109.18,2025-10-17
TXN_362125,CUST_0249,In-store,Credit Card,Butchers,Steak,3,7.25,6.27,21.75,0,21.75,2023-09-04
TXN_163545,CUST_0176,In-store,Credit Card,Butchers,Steak,3,7.25,3.92,21.75,0,21.75,2023-10-16
TXN_515720,CUST_0350,Online,Credit Card,Butchers,Lamb Chops,6,12.65,11.22,75.9,0,75.9,2023-05-18
TXN_988673,CUST_0140,Online,Credit Card,Butchers,Chicken Breast,11,11.76,7.97,129.36,0.043,123.8,2024-08-22
TXN_424896,CUST_0184,Online,Credit Card,Butchers,Steak,7,7.25,3.83,50.75,0,50.75,2024-01-01
TXN_441737,CUST_0974,In-store,Credit Card,Butchers,Steak,3,7.25,6.48,21.75,0,21.75,2023-11-25
TXN_379715,CUST_0848,In-store,Cash,Butchers,Lamb Chops,1,12.65,9.07,12.65,0,12.65,2024-01-20
TXN_282776,CUST_0055,Online,Credit Card,Butchers,Lamb Chops,16,12.65,8.36,202.4,0.032,195.92,2023-11-01
TXN_412160,CUST_0464,In-store,Credit Card,Butchers,Pork Sausage,7,23.64,19.13,165.48,0.044,158.2,2024-06-16
TXN_558896,CUST_0907,Online,Credit Card,Butchers,Chicken Breast,9,11.76,6.01,105.84,0.055,100.02,2023-03-02
TXN_352777,CUST_0226,Online,Credit Card,Butchers,Ground Beef,5,18.13,13.46,90.65,0,90.65,2023-09-09
TXN_491454,CUST_0899,In-store,Cash,Butchers,Ground Beef,3,18.13,13.64,54.39,0,54.39,2024-07-20
TXN_392145,CUST_0101,Online,Digital Wallet,Butchers,Ground Beef,1,18.13,13.58,18.13,0,18.13,2025-06-13
TXN_641572,CUST_0432,Online,Credit Card,Butchers,Ground Beef,4,18.13,13.21,72.52,0,72.52,2023-06-06
TXN_209911,CUST_0416,In-store,Credit Card,Butchers,Ground Beef,3,18.13,11.75,54.39,0,54.39,2023-07-17
TXN_824842,CUST_0343,In-store,Cash,Butchers,Chicken Breast,8,11.76,9.76,94.08,0,94.08,2023-04-12
TXN_895310,CUST_0124,In-store,Cash,Butchers,Lamb Chops,2,12.65,10.69,25.3,0,25.3,2024-08-09
TXN_290066,CUST_0401,In-store,Credit Card,Butchers,Lamb Chops,4,12.65,6.99,50.6,0,50.6,2023-08-13
TXN_400022,CUST_0112,In-store,Credit Card,Butchers,Ground Beef,1,18.13,14.66,18.13,0,18.13,2024-02-08
TXN_388791,CUST_0298,In-store,Digital Wallet,Butchers,Chicken Breast,1,11.76,9.89,11.76,0,11.76,2024-03-23
TXN_717110,CUST_0268,In-store,Cash,Butchers,Pork Sausage,4,23.64,19.76,94.56,0,94.56,2023-06-09
TXN_113710,CUST_0503,In-store,Cash,Butchers,Pork Sausage,3,23.64,14.82,70.92,0,70.92,2025-09-01
TXN_831814,CUST_0803,In-store,Digital Wallet,Butchers,Pork Sausage,13,23.64,14.33,307.32,0.041,294.72,2024-05-10
TXN_777400,CUST_0883,In-store,Cash,Butchers,Chicken Breast,2,11.76,7.58,23.52,0,23.52,2024-10-01
TXN_584396,CUST_0542,In-store,Credit Card,Butchers,Steak,1,7.25,4.68,7.25,0,7.25,2025-03-17
TXN_291284,CUST_0736,In-store,Digital Wallet,Butchers,Pork Sausage,6,23.64,16.55,141.84,0.04,136.17,2024-10-21
TXN_337174,CUST_0130,In-store,Credit Card,Butchers,Lamb Chops,5,12.65,6.64,63.25,0,63.25,2024-04-11
TXN_320331,CUST_0866,Online,Digital Wallet,Butchers,Ground Beef,2,18.13,12.82,36.26,0,36.26,2023-02-25
TXN_404997,CUST_0468,In-store,Credit Card,Butchers,Steak,4,7.25,4.95,29,0,29,2025-09-27
TXN_450455,CUST_0905,Online,Credit Card,Butchers,Ground Beef,2,18.13,10.14,36.26,0,36.26,2023-12-12
TXN_273096,CUST_0937,Online,Credit Card,Butchers,Lamb Chops,2,12.65,9.05,25.3,0,25.3,2024-01-06
TXN_857485,CUST_0291,In-store,Credit Card,Butchers,Ground Beef,5,18.13,13.59,90.65,0,90.65,2025-09-02
TXN_285582,CUST_0854,In-store,Digital Wallet,Butchers,Chicken Breast,2,11.76,7.39,23.52,0,23.52,2024-10-26
TXN_906294,CUST_0414,Online,Credit Card,Butchers,Chicken Breast,6,11.76,6.99,70.56,0,70.56,2024-06-04
TXN_621947,CUST_0412,In-store,Credit Card,Butchers,Lamb Chops,12,12.65,6.38,151.8,0.033,146.79,2023-08-03
TXN_507110,CUST_0767,Online,Credit Card,Butchers,Pork Sausage,1,23.64,16.64,23.64,0,23.64,2024-11-12
TXN_235523,CUST_0900,In-store,Digital Wallet,Butchers,Pork Sausage,7,23.64,12.29,165.48,0.031,160.35,2025-10-18
TXN_979712,CUST_0557,In-store,Credit Card,Butchers,Ground Beef,4,18.13,12.74,72.52,0,72.52,2025-06-26
TXN_890138,CUST_0106,In-store,Credit Card,Butchers,Lamb Chops,5,12.65,10.21,63.25,0,63.25,2025-10-20
TXN_521586,CUST_0305,In-store,Credit Card,Butchers,Lamb Chops,1,12.65,10.47,12.65,0,12.65,2024-11-22
TXN_352148,CUST_0732,In-store,Cash,Butchers,Chicken Breast,1,11.76,5.99,11.76,0,11.76,2024-10-20
TXN_286381,CUST_0694,In-store,Cash,Butchers,Pork Sausage,2,23.64,15.66,47.28,0,47.28,2025-10-21
TXN_202235,CUST_0610,In-store,Credit Card,Butchers,Pork Sausage,3,23.64,18.46,70.92,0,70.92,2024-08-24
TXN_563948,CUST_0960,Online,Credit Card,Butchers,Steak,8,7.25,4.04,58,0,58,2024-01-20
TXN_705854,CUST_0019,In-store,Cash,Butchers,Chicken Breast,1,11.76,8.11,11.76,0,11.76,2025-08-06
TXN_683377,CUST_0865,In-store,Cash,Butchers,Pork Sausage,11,23.64,18.75,260.04,0.059,244.7,2024-09-10
TXN_365071,CUST_0164,In-store,Digital Wallet,Butchers,Pork Sausage,5,23.64,13.17,118.2,0.033,114.3,2025-05-14
TXN_597678,CUST_0019,In-store,Cash,Butchers,Ground Beef,2,18.13,14.15,36.26,0,36.26,2024-08-21
TXN_624020,CUST_0918,In-store,Cash,Butchers,Pork Sausage,7,23.64,21.05,165.48,0.035,159.69,2023-08-06
TXN_465807,CUST_0805,In-store,Cash,Butchers,Ground Beef,1,18.13,10.74,18.13,0,18.13,2023-09-17
TXN_204267,CUST_0174,In-store,Digital Wallet,Butchers,Pork Sausage,7,23.64,14.95,165.48,0.055,156.38,2023-08-27
TXN_656766,CUST_0511,In-store,Cash,Butchers,Ground Beef,3,18.13,9.13,54.39,0,54.39,2023-11-05
